itemId,sku
741,SKU31023
742,SKU30554
743,SKU62872
746,SKU16473
748,SKU22004
749,SKU82027
750,SKU65206
751,SKU75180
752,SKU68713
753,SKU52314
756,SKU66598
757,SKU37710
760,SKU70921
761,SKU45616
762,SKU73607
763,SKU96626
764,SKU73297
765,SKU96183
768,SKU19455
772,SKU91249
773,SKU15068
774,SKU39009
776,SKU91132
777,SKU44426
778,SKU85359
783,SKU30545
784,SKU83133
786,SKU94043
787,SKU62420
788,SKU13621
789,SKU91340
790,SKU67450
791,SKU99470
792,SKU38638
794,SKU71786
795,SKU55490
796,SKU72028
797,SKU97628
798,SKU76805
799,SKU98777
804,SKU49874
807,SKU38624
808,SKU88210
811,SKU30320
812,SKU34064
814,SKU24408
817,SKU59581
819,SKU31088
820,SKU88323
821,SKU31344
822,SKU10348
824,SKU50284
825,SKU94919
826,SKU28414
828,SKU33373
829,SKU12127
830,SKU80697
831,SKU80033
833,SKU60241
834,SKU17699
836,SKU21313
837,SKU45801
838,SKU56010
839,SKU23031
840,SKU28550
841,SKU74419
842,SKU20016
843,SKU54963
845,SKU10687
847,SKU26976
848,SKU17821
849,SKU93884
850,SKU11799
852,SKU13100
853,SKU29336
854,SKU67450
855,SKU25800
856,SKU46747
859,SKU62955
860,SKU46229
864,SKU87698
865,SKU11112
866,SKU93343
867,SKU83704
868,SKU46524
869,SKU31164
871,SKU89083
872,SKU72680
873,SKU10165
874,SKU83210
875,SKU87206
876,SKU79640
878,SKU94302
880,SKU60927
881,SKU89985
882,SKU28300
884,SKU34539
886,SKU35661
887,SKU81688
888,SKU31044
889,SKU87234
890,SKU45664
891,SKU91017
895,SKU33366
897,SKU15758
898,SKU65492
899,SKU22236
900,SKU56130
901,SKU45410
902,SKU85647
903,SKU79127
904,SKU53757
905,SKU82348
906,SKU44649
908,SKU18408
909,SKU57305
911,SKU64396
912,SKU15351
913,SKU75209
914,SKU42094
915,SKU59170
916,SKU84825
917,SKU75106
919,SKU73697
920,SKU96132
921,SKU44936
923,SKU74227
925,SKU26485
933,SKU23610
934,SKU68906
936,SKU22084
937,SKU72624
939,SKU41902
944,SKU37860
946,SKU72087
947,SKU14866
948,SKU80845
949,SKU19585
950,SKU45089
952,SKU97882
955,SKU45375
956,SKU63876
957,SKU46586
958,SKU65660
960,SKU83618
961,SKU35927
962,SKU26927
963,SKU42345
966,SKU33761
967,SKU93938
969,SKU80234
970,SKU31902
972,SKU87626
973,SKU14009
975,SKU96779
976,SKU97347
977,SKU39536
982,SKU14827
984,SKU36926
985,SKU32582
986,SKU16210
987,SKU18642
988,SKU68096
990,SKU55987
991,SKU59141
992,SKU36267
993,SKU36423
994,SKU21981
995,SKU63606
996,SKU48799
997,SKU14765
998,SKU33737
999,SKU61197
1000,SKU95445
1001,SKU78384
1010,SKU66468
1011,SKU91627
1012,SKU79531
1014,SKU79022
1015,SKU99514
1016,SKU77561
1018,SKU44354
1019,SKU66169
1020,SKU48576
1021,SKU54847
1024,SKU12247
1025,SKU73519
1026,SKU32469
1027,SKU13862
1031,SKU19322
1033,SKU60776
1034,SKU39055
1035,SKU85989
1036,SKU11694
1037,SKU99209
1039,SKU10666
1041,SKU51676
1043,SKU97513
1044,SKU13977
1048,SKU23778
1050,SKU38502
1051,SKU10521
1052,SKU66205
1053,SKU25067
1054,SKU62457
1056,SKU20299
1057,SKU68425
1058,SKU81180
1059,SKU75692
1060,SKU56572
1061,SKU58440
1063,SKU93921
1066,SKU65138
1067,SKU14320
1068,SKU83927
1069,SKU94849
1070,SKU16938
1072,SKU32263
1075,SKU19926
1076,SKU38493
1077,SKU20157
1078,SKU61561
1079,SKU84818
1081,SKU45200
1083,SKU88746
1084,SKU88931
1086,SKU37196
1087,SKU82812
1088,SKU96339
1089,SKU65701
1090,SKU16996
1093,SKU44663
1095,SKU98105
1096,SKU14424
1098,SKU24237
1099,SKU86456
1101,SKU89968
1102,SKU93669
1103,SKU18820
1105,SKU58404
1108,SKU70405
1109,SKU79519
1115,SKU15754
1116,SKU28525
1122,SKU94497
1123,SKU31081
1124,SKU12337
1125,SKU10584
1127,SKU97832
1128,SKU75690
1129,SKU72814
1132,SKU53467
1134,SKU61918
1137,SKU36634
1138,SKU19317
1139,SKU18774
1140,SKU73558
1141,SKU97385
1142,SKU33057
1145,SKU74004
1146,SKU57215
1148,SKU15845
1149,SKU73057
1150,SKU54765
1153,SKU96963
1155,SKU65888
1156,SKU56228
1157,SKU75266
1158,SKU77880
1161,SKU72205
1162,SKU51479
1163,SKU34016
1164,SKU21033
1165,SKU86879
1166,SKU24206
1167,SKU50336
1169,SKU80016
1171,SKU47015
1172,SKU15615
1173,SKU56555
1174,SKU28015
1175,SKU87704
1177,SKU80334
1178,SKU91294
1179,SKU45672
1180,SKU91585
1181,SKU92397
1184,SKU39287
1185,SKU68538
1188,SKU94476
1191,SKU35000
1192,SKU90086
1193,SKU22802
1194,SKU87438
1195,SKU13007
1196,SKU25531
1197,SKU82140
1198,SKU50300
1199,SKU91227
1200,SKU21070
1201,SKU82547
1202,SKU79324
1203,SKU50391
1204,SKU52465
1208,SKU18046
1210,SKU21176
1211,SKU44474
1212,SKU34416
1216,SKU18849
1217,SKU59413
1219,SKU93528
1220,SKU25749
1222,SKU95470
1223,SKU17335
1226,SKU58013
1227,SKU43100
1229,SKU48119
1231,SKU27246
1232,SKU79245
1234,SKU68570
1235,SKU77622
1236,SKU94779
1237,SKU64584
1238,SKU20046
1239,SKU98162
1240,SKU84679
1241,SKU85043
1242,SKU39208
1249,SKU54652
1250,SKU57946
1251,SKU69504
1253,SKU39128
1254,SKU38572
1257,SKU29927
1258,SKU12096
1259,SKU83938
1260,SKU99470
1262,SKU39195
1264,SKU19150
1265,SKU68237
1266,SKU53464
1269,SKU14429
1270,SKU50468
1271,SKU50333
1272,SKU60064
1273,SKU64231
1275,SKU66579
1276,SKU89842
1277,SKU47699
1279,SKU68628
1280,SKU93108
1282,SKU65292
1283,SKU32670
1284,SKU41271
1285,SKU70434
1286,SKU28410
1288,SKU36182
1290,SKU97756
1292,SKU15066
1294,SKU88745
1295,SKU52342
1296,SKU65454
1297,SKU80697
1298,SKU60622
1302,SKU44592
1305,SKU45654
1308,SKU97079
1309,SKU24620
1310,SKU82127
1311,SKU50468
1313,SKU30268
1315,SKU39163
1316,SKU91533
1317,SKU46180
1318,SKU47612
1319,SKU65712
1320,SKU17099
1321,SKU34353
1322,SKU65261
1325,SKU91308
1326,SKU77023
1328,SKU61892
1329,SKU46665
1334,SKU49176
1335,SKU35000
1337,SKU43349
1339,SKU50141
1340,SKU63990
1344,SKU85928
1345,SKU19843
1348,SKU44455
1349,SKU60480
1351,SKU10966
1352,SKU22010
1353,SKU95794
1354,SKU48543
1355,SKU39720
1356,SKU56283
1357,SKU87596
1359,SKU85918
1360,SKU64173
1361,SKU33714
1362,SKU73305
1363,SKU51658
1364,SKU76577
1365,SKU15658
1366,SKU34273
1368,SKU85615
1370,SKU38349
1371,SKU91767
1376,SKU14809
1378,SKU79719
1380,SKU72465
1382,SKU56630
1383,SKU11754
1384,SKU90562
1386,SKU50765
1387,SKU94012
1388,SKU20856
1390,SKU46737
1392,SKU73304
1394,SKU70163
1395,SKU30717
1399,SKU38486
1400,SKU90755
1401,SKU33365
1408,SKU25861
1409,SKU60381
1410,SKU98934
1411,SKU86204
1413,SKU99925
1416,SKU15586
1419,SKU14209
1422,SKU85741
1423,SKU18798
1425,SKU48579
1426,SKU70495
1427,SKU80701
1428,SKU37453
1429,SKU78192
1430,SKU84890
1431,SKU13576
1433,SKU88617
1434,SKU31697
1435,SKU72578
1436,SKU76288
1437,SKU19424
1438,SKU79269
1439,SKU32904
1440,SKU63558
1442,SKU57191
1443,SKU70888
1444,SKU19497
1445,SKU94781
1446,SKU28578
1448,SKU70105
1450,SKU75806
1451,SKU60776
1453,SKU46867
1455,SKU56968
1457,SKU23911
1458,SKU52057
1459,SKU95296
1462,SKU58590
1465,SKU86200
1466,SKU31362
1468,SKU65982
1469,SKU99743
1470,SKU49204
1471,SKU17051
1474,SKU61936
1475,SKU62756
1476,SKU79189
1478,SKU98712
1479,SKU16473
1482,SKU96994
1483,SKU30180
1484,SKU72851
1486,SKU76243
1487,SKU74806
1488,SKU57072
1491,SKU70432
1493,SKU24494
1494,SKU64038
1495,SKU79510
1496,SKU12425
1498,SKU97861
1499,SKU90850
1500,SKU79502
1501,SKU67924
1502,SKU76525
1503,SKU93094
1504,SKU51391
1505,SKU83152
1506,SKU95916
1507,SKU51365
1508,SKU41058
1509,SKU69919
1510,SKU77982
1512,SKU61566
1513,SKU65494
1515,SKU87623
1516,SKU36730
1517,SKU15110
1519,SKU35066
1520,SKU44117
1521,SKU44886
1522,SKU16926
1523,SKU59788
1524,SKU38572
1527,SKU31897
1528,SKU21682
1529,SKU60974
1530,SKU81627
1532,SKU69371
1533,SKU15807
1534,SKU57581
1535,SKU41990
1536,SKU94838
1537,SKU52317
1538,SKU15978
1540,SKU30751
1542,SKU28534
1543,SKU96237
1544,SKU77245
1545,SKU60064
1547,SKU80679
1548,SKU72936
1549,SKU28282
1550,SKU27715
1551,SKU64289
1552,SKU16313
1553,SKU19851
1554,SKU78807
1555,SKU56977
1556,SKU58220
1557,SKU29415
1559,SKU72831
1560,SKU71657
1561,SKU11263
1562,SKU88693
1564,SKU48509
1565,SKU64954
1567,SKU93287
1568,SKU18223
1569,SKU63401
1571,SKU31642
1572,SKU72135
1573,SKU67513
1574,SKU93778
1576,SKU82532
1579,SKU47229
1580,SKU15710
1582,SKU32904
1583,SKU56935
1584,SKU53944
1587,SKU98255
1588,SKU18128
1591,SKU98417
1594,SKU43842
1595,SKU75556
1597,SKU87425
1599,SKU84515
1600,SKU85009
1601,SKU24473
1602,SKU52212
1603,SKU49015
1604,SKU72680
1606,SKU42341
1607,SKU13265
1609,SKU38076
1610,SKU68093
1611,SKU12118
1612,SKU76829
1615,SKU42636
1616,SKU49471
1617,SKU70221
1621,SKU38560
1622,SKU38076
1623,SKU75118
1625,SKU43816
1626,SKU79490
1630,SKU14263
1631,SKU48422
1632,SKU58316
1633,SKU70752
1634,SKU14506
1635,SKU84545
1636,SKU67364
1638,SKU15994
1640,SKU24471
1641,SKU55735
1643,SKU35547
1644,SKU28694
1646,SKU87735
1647,SKU32934
1648,SKU49560
1649,SKU68191
1651,SKU31973
1653,SKU21722
1654,SKU70234
1656,SKU18316
1657,SKU11699
1659,SKU90157
1663,SKU62684
1664,SKU74711
1665,SKU23870
1666,SKU73690
1667,SKU52975
1668,SKU62995
1669,SKU60076
1670,SKU95378
1671,SKU62976
1672,SKU39982
1673,SKU41322
1674,SKU26182
1677,SKU65417
1678,SKU23734
1679,SKU49682
1680,SKU52686
1681,SKU46674
1683,SKU69422
1684,SKU67593
1685,SKU64069
1688,SKU87854
1690,SKU88395
1691,SKU10010
1692,SKU93391
1693,SKU86164
1694,SKU54839
1695,SKU23118
1696,SKU73783
1697,SKU24268
1703,SKU43356
1706,SKU82457
1709,SKU50504
1710,SKU87168
1713,SKU82671
1715,SKU83266
1716,SKU90445
1718,SKU52132
1719,SKU36763
1721,SKU68372
1724,SKU46480
1725,SKU28678
1726,SKU65138
1727,SKU36466
1729,SKU26773
1730,SKU72976
1732,SKU80284
1733,SKU88401
1735,SKU21195
1740,SKU35469
1741,SKU65604
1743,SKU67408
1744,SKU81827
1745,SKU60223
1746,SKU72524
1747,SKU44354
1748,SKU40407
1749,SKU62519
1751,SKU45335
1752,SKU41074
1753,SKU11853
1754,SKU50333
1755,SKU30846
1757,SKU84563
1758,SKU38362
1759,SKU57451
1762,SKU72790
1763,SKU40039
1765,SKU20574
1766,SKU79765
1767,SKU27965
1768,SKU35636
1769,SKU27061
1771,SKU64069
1772,SKU94013
1773,SKU79036
1774,SKU49367
1775,SKU46404
1776,SKU62495
1778,SKU93237
1780,SKU10816
1782,SKU75923
1784,SKU35703
1785,SKU55360
1786,SKU44771
1787,SKU79656
1789,SKU37831
1790,SKU83427
1791,SKU24101
1792,SKU22846
1793,SKU91832
1794,SKU52272
1795,SKU41505
1796,SKU63521
1797,SKU95289
1799,SKU97826
1800,SKU44922
1803,SKU76994
1804,SKU23481
1805,SKU56018
1806,SKU85702
1807,SKU67214
1808,SKU46702
1809,SKU91116
1812,SKU45414
1813,SKU82769
1814,SKU42042
1818,SKU86055
1819,SKU77763
1820,SKU36687
1821,SKU94682
1822,SKU69371
1824,SKU46837
1825,SKU85552
1827,SKU95285
1828,SKU67513
1829,SKU64134
1830,SKU56978
1831,SKU27226
1832,SKU15763
1833,SKU63029
1834,SKU81477
1836,SKU52582
1838,SKU98871
1840,SKU69207
1841,SKU14963
1842,SKU42649
1843,SKU62869
1844,SKU75581
1845,SKU80881
1846,SKU25126
1847,SKU35812
1848,SKU94849
1849,SKU13523
1850,SKU89555
1851,SKU31344
1853,SKU58890
1854,SKU61225
1856,SKU45670
1857,SKU88861
1859,SKU11983
1860,SKU34580
1863,SKU20537
1864,SKU78829
1866,SKU27733
1867,SKU62988
1868,SKU45711
1869,SKU68843
1870,SKU55862
1872,SKU98805
1874,SKU88521
1876,SKU12506
1877,SKU20272
1878,SKU44449
1882,SKU52450
1884,SKU18450
1885,SKU44537
1886,SKU83372
1888,SKU21482
1889,SKU76354
1890,SKU62090
1891,SKU88734
1893,SKU48193
1894,SKU68467
1895,SKU56480
1896,SKU98943
1897,SKU20907
1898,SKU56646
1899,SKU93115
1901,SKU18431
1903,SKU87795
1905,SKU49883
1906,SKU39522
1909,SKU81787
1910,SKU41914
1911,SKU49570
1912,SKU45315
1913,SKU11551
1915,SKU64396
1916,SKU57738
1917,SKU73566
1918,SKU90458
1920,SKU49893
1921,SKU73737
1922,SKU41247
1923,SKU66123
1924,SKU93466
1926,SKU35788
1929,SKU11634
1930,SKU77494
1931,SKU90063
1933,SKU64796
1934,SKU97781
1935,SKU21623
1937,SKU20624
1940,SKU26584
1942,SKU79100
1943,SKU57745
1946,SKU73797
1947,SKU16936
1948,SKU45878
1949,SKU63371
1950,SKU36319
1952,SKU96158
1953,SKU87725
1954,SKU17559
1955,SKU98810
1957,SKU78099
1958,SKU29307
1960,SKU58344
1962,SKU31558
1963,SKU56240
1964,SKU73017
1965,SKU68425
1966,SKU57415
1967,SKU24830
1968,SKU45200
1970,SKU96576
1973,SKU23637
1974,SKU54891
1975,SKU55987
1976,SKU73305
1977,SKU43420
1979,SKU63557
1980,SKU98943
1982,SKU45253
1984,SKU83525
1988,SKU59841
1989,SKU58283
1990,SKU73719
1991,SKU76704
1992,SKU31265
1993,SKU65941
1994,SKU57651
1996,SKU36357
1999,SKU81184
2000,SKU65597
2001,SKU23809
2002,SKU52374
2003,SKU60741
2004,SKU88734
2005,SKU12570
2006,SKU45879
2010,SKU25861
2011,SKU24840
2013,SKU64694
2014,SKU71118
2015,SKU90239
2016,SKU58608
2017,SKU67968
2018,SKU18436
2019,SKU14539
2021,SKU13787
2023,SKU77953
2024,SKU64559
2025,SKU79910
2026,SKU19556
2027,SKU43414
2028,SKU31236
2029,SKU41098
2032,SKU11414
2033,SKU26086
2034,SKU11471
2037,SKU67057
2039,SKU17929
2040,SKU49874
2041,SKU70964
2045,SKU75870
2046,SKU33138
2048,SKU85612
2049,SKU75121
2050,SKU82538
2051,SKU44402
2057,SKU80892
2058,SKU44467
2060,SKU94933
2061,SKU37453
2063,SKU44612
2064,SKU23613
2065,SKU87531
2068,SKU99181
2070,SKU64066
2072,SKU82699
2075,SKU77831
2079,SKU99520
2081,SKU46674
2083,SKU70628
2085,SKU30588
2087,SKU61361
2088,SKU19712
2089,SKU19778
2091,SKU91581
2092,SKU25877
2093,SKU40884
2095,SKU69811
2098,SKU17167
2101,SKU50733
2103,SKU38125
2104,SKU47997
2108,SKU92183
2109,SKU34122
2110,SKU15762
2111,SKU21176
2112,SKU94592
2114,SKU60137
2116,SKU70709
2117,SKU67083
2118,SKU93839
2119,SKU46834
2120,SKU66050
2123,SKU58854
2124,SKU94477
2126,SKU58057
2127,SKU10235
2128,SKU49892
2129,SKU94399
2132,SKU80749
2133,SKU80058
2135,SKU76055
2137,SKU25803
2138,SKU57645
2139,SKU14357
2141,SKU94695
2143,SKU98560
2146,SKU37797
2147,SKU91003
2149,SKU27164
2152,SKU94723
2154,SKU31731
2155,SKU83982
2157,SKU13676
2158,SKU76939
2162,SKU89677
2164,SKU70552
2166,SKU93237
2167,SKU56214
2169,SKU81868
2171,SKU30077
2172,SKU97439
2178,SKU54217
2179,SKU60422
2181,SKU20256
2182,SKU40309
2184,SKU20524
2188,SKU83369
2190,SKU63197
2191,SKU48908
2192,SKU80799
2193,SKU55747
2194,SKU66861
2195,SKU72028
2197,SKU91128
2198,SKU13576
2200,SKU41781
2201,SKU66835
2203,SKU38652
2204,SKU95437
2205,SKU19185
2206,SKU84080
2207,SKU37330
2208,SKU15294
2209,SKU87107
2210,SKU89126
2211,SKU22927
2213,SKU70930
2214,SKU90857
2215,SKU54884
2218,SKU30138
2219,SKU75300
2220,SKU88269
2221,SKU21123
2222,SKU73376
2223,SKU94389
2224,SKU57915
2225,SKU42923
2228,SKU89578
2229,SKU90445
2230,SKU82648
2231,SKU27711
2232,SKU59266
2233,SKU55077
2234,SKU13750
2235,SKU37931
2236,SKU72465
2237,SKU13601
2238,SKU19076
2239,SKU63914
2240,SKU11704
2242,SKU28101
2243,SKU54271
2244,SKU66424
2245,SKU13601
2247,SKU24343
2248,SKU70817
2250,SKU93180
2252,SKU49682
2253,SKU96780
2254,SKU22971
2256,SKU46864
2257,SKU59375
2259,SKU22084
2260,SKU56100
2261,SKU41251
2262,SKU93079
2264,SKU98826
2266,SKU49227
2267,SKU52484
2270,SKU68678
2271,SKU53961
2272,SKU14216
2273,SKU60193
2274,SKU68248
2276,SKU21313
2277,SKU99285
2283,SKU40275
2284,SKU30442
2286,SKU93994
2287,SKU72798
2288,SKU61839
2289,SKU32273
2291,SKU63442
2292,SKU82284
2293,SKU33897
2294,SKU94786
2295,SKU15152
2298,SKU51496
2300,SKU34582
2301,SKU72520
2302,SKU75218
2303,SKU82172
2305,SKU70638
2306,SKU88636
2307,SKU27769
2308,SKU75476
2310,SKU59599
2311,SKU10342
2312,SKU71141
2314,SKU97325
2315,SKU44381
2316,SKU87780
2317,SKU27394
2318,SKU79747
2319,SKU39752
2320,SKU71079
2322,SKU29980
2323,SKU45244
2324,SKU99470
2325,SKU27709
2329,SKU71256
2331,SKU34988
2332,SKU94556
2333,SKU64431
2335,SKU31236
2336,SKU37845
2337,SKU52675
2338,SKU93564
2339,SKU67203
2340,SKU70964
2341,SKU17593
2343,SKU59170
2344,SKU11021
2346,SKU25866
2348,SKU62130
2349,SKU36980
2350,SKU86727
2351,SKU29319
2353,SKU56374
2354,SKU73027
2355,SKU24616
2356,SKU93890
2357,SKU36996
2358,SKU64568
2359,SKU40771
2362,SKU87893
2363,SKU55166
2364,SKU65250
2365,SKU57566
2368,SKU96664
2371,SKU27729
2372,SKU58026
2373,SKU11680
2374,SKU73124
2375,SKU39578
2377,SKU41594
2379,SKU62326
2380,SKU24495
2383,SKU69973
2384,SKU88660
2385,SKU70114
2386,SKU30215
2387,SKU27638
2388,SKU22619
2390,SKU21629
2391,SKU71818
2392,SKU40942
2393,SKU77205
2396,SKU63536
2398,SKU23616
2399,SKU15794
2400,SKU81712
2401,SKU88883
2402,SKU32981
2403,SKU21025
2405,SKU60030
2406,SKU70921
2407,SKU22243
2408,SKU33371
2409,SKU82164
2410,SKU48908
2411,SKU45089
2416,SKU67968
2418,SKU14721
2419,SKU38564
2420,SKU96172
2421,SKU11754
2423,SKU79043
2425,SKU51318
2426,SKU68475
2428,SKU43203
2429,SKU92682
2430,SKU98725
2432,SKU14273
2434,SKU94657
2437,SKU94156
2439,SKU98566
2440,SKU56039
2442,SKU85068
2443,SKU22114
2444,SKU21785
2445,SKU39832
2446,SKU11503
2448,SKU82949
2449,SKU63258
2450,SKU23792
2451,SKU13233
2453,SKU43406
2455,SKU66744
2456,SKU52648
2459,SKU83653
2460,SKU21477
2463,SKU52282
2464,SKU11322
2465,SKU33373
2466,SKU30203
2467,SKU32911
2470,SKU37253
